season,date,visiting_team,home_team,visiting_team_score,home_team_score,spread_open,spread_close,total_open,total_close,spread_result_home_team,total_result
2010_11,2010-10-29,Denver,NewOrleans,95,101,1.0,-2.0,205.0,208.5,win,under
2010_11,2010-10-29,Memphis,Dallas,91,90,-11.5,-9.0,199.0,199.5,loss,under
2010_11,2010-10-29,LAClippers,GoldenState,91,109,-5.5,-6.0,218.0,219.5,win,under
2010_11,2010-10-29,LALakers,Phoenix,114,106,4.0,4.0,211.5,207.5,win,over
2010_11,2010-10-30,Washington,Atlanta,95,99,-10.0,-9.0,194.0,195.0,loss,under
2010_11,2010-10-30,Sacramento,Cleveland,107,104,-3.0,-3.0,196.0,193.0,loss,over
2010_11,2010-10-30,Portland,NewYork,100,95,4.0,5.0,197.5,199.5,loss,under
2010_11,2010-10-30,Philadelphia,Indiana,86,99,-4.5,-5.5,205.0,208.0,win,under
2010_11,2010-10-30,Detroit,Chicago,91,101,-10.0,-9.0,192.5,193.5,win,under
2010_11,2010-10-30,Minnesota,Memphis,89,109,-8.5,-7.0,210.0,211.0,win,under
2010_11,2010-10-30,Denver,Houston,107,94,-5.0,-5.0,213.0,216.5,loss,under
2010_11,2010-10-30,Charlotte,Milwaukee,88,98,-6.0,-5.5,184.0,181.0,win,over
2010_11,2010-10-30,NewOrleans,SanAntonio,99,90,-8.5,-9.0,199.0,196.0,loss,under
2010_11,2010-10-31,Miami,NewJersey,101,78,8.5,9.0,189.0,188.0,win,under
2010_11,2010-10-31,Dallas,LAClippers,99,83,4.0,5.5,194.0,190.5,win,under
2010_11,2010-10-31,Utah,OklahomaCity,120,99,-6.0,-7.0,204.0,203.0,loss,over
2010_11,2010-10-31,GoldenState,LALakers,83,107,-10.0,-9.5,221.5,217.5,win,under
2010_11,2010-11-01,Portland,Chicago,98,110,-1.5,-0.0,190.0,187.0,loss,over
2010_11,2010-11-01,Toronto,Sacramento,108,111,-3.5,-6.0,209.0,208.0,loss,over
2010_11,2010-11-01,SanAntonio,LAClippers,97,88,7.0,8.0,193.5,193.5,win,under
2010_11,2010-11-02,Atlanta,Cleveland,100,88,3.5,3.0,191.0,190.5,win,under
2010_11,2010-11-02,Philadelphia,Washington,115,116,-4.0,-3.0,192.0,192.0,loss,over
2010_11,2010-11-02,Boston,Detroit,109,86,6.0,6.0,188.0,189.0,win,over
2010_11,2010-11-02,Minnesota,Miami,97,129,-16.0,-16.5,192.0,194.0,win,over
2010_11,2010-11-02,Portland,Milwaukee,90,76,-2.0,-3.0,187.0,186.5,loss,under
2010_11,2010-11-02,Memphis,LALakers,105,124,-9.5,-9.0,200.0,203.5,win,over
2010_11,2010-11-03,Detroit,Atlanta,85,94,-10.5,-10.0,193.5,196.0,loss,under
2010_11,2010-11-03,Charlotte,NewJersey,85,83,-1.5,-0.0,185.0,187.0,win,under
2010_11,2010-11-03,Minnesota,Orlando,86,128,-16.5,-18.0,200.0,204.5,win,over
2010_11,2010-11-03,Indiana,Philadelphia,75,101,-1.5,2.5,202.0,203.5,loss,under
2010_11,2010-11-03,Milwaukee,Boston,102,105,-6.5,-8.0,186.0,184.5,loss,over
2010_11,2010-11-03,NewOrleans,Houston,107,99,-5.0,-5.0,202.5,207.5,loss,under
2010_11,2010-11-03,Dallas,Denver,102,101,-3.5,-3.0,205.0,205.0,loss,under
2010_11,2010-11-03,Toronto,Utah,108,125,-10.5,-10.5,209.0,206.5,win,over
2010_11,2010-11-03,SanAntonio,Phoenix,112,110,1.5,1.0,208.0,208.0,win,over
2010_11,2010-11-03,Memphis,GoldenState,109,115,-3.0,-4.5,218.5,218.5,win,over
2010_11,2010-11-03,OklahomaCity,LAClippers,92,107,8.5,8.5,194.0,196.5,loss,over
2010_11,2010-11-03,LALakers,Sacramento,112,100,5.0,5.0,210.0,207.5,win,over
2010_11,2010-11-04,NewYork,Chicago,120,112,-7.0,-6.0,202.5,205.0,loss,over
2010_11,2010-11-04,OklahomaCity,Portland,107,106,-4.5,-6.0,190.5,194.0,loss,over
2010_11,2010-11-05,Milwaukee,Indiana,94,90,-1.5,-3.0,193.5,197.0,loss,under
2010_11,2010-11-05,NewJersey,Orlando,90,105,-16.0,-16.5,196.5,194.5,loss,over
2010_11,2010-11-05,Cleveland,Philadelphia,123,116,-5.0,-5.0,187.5,188.0,loss,over
2010_11,2010-11-05,Washington,NewYork,91,112,-5.5,-5.5,206.5,209.0,win,under
2010_11,2010-11-05,Charlotte,Detroit,90,97,-1.5,-0.0,184.5,183.0,loss,over
2010_11,2010-11-05,Chicago,Boston,105,110,-7.0,-7.5,193.5,193.5,loss,over
2010_11,2010-11-05,Atlanta,Minnesota,113,103,7.5,6.5,205.5,204.0,win,over
2010_11,2010-11-05,Miami,NewOrleans,93,96,6.5,6.5,186.0,186.5,loss,over
2010_11,2010-11-05,Memphis,Phoenix,118,123,-5.5,-6.0,221.5,219.0,loss,over
2010_11,2010-11-05,LAClippers,Denver,104,111,-10.5,-10.0,204.0,206.5,loss,over
2010_11,2010-11-05,Utah,GoldenState,78,85,1.0,1.5,223.0,223.5,loss,under
2010_11,2010-11-05,Toronto,LALakers,103,108,-13.5,-13.0,211.0,212.5,loss,under
2010_11,2010-11-06,Orlando,Charlotte,91,88,6.5,6.0,188.0,185.0,loss,under
2010_11,2010-11-06,Cleveland,Washington,107,102,-4.5,-4.5,193.0,196.0,loss,over
2010_11,2010-11-06,NewJersey,Miami,89,101,-18.0,-17.0,188.0,189.0,loss,over
2010_11,2010-11-06,NewOrleans,Milwaukee,87,81,-3.5,-4.0,188.0,188.0,loss,under
2010_11,2010-11-06,Houston,SanAntonio,121,124,-6.5,-6.5,208.0,208.5,loss,over
2010_11,2010-11-06,Denver,Dallas,103,92,-5.5,-6.5,204.0,204.0,loss,under
2010_11,2010-11-06,LAClippers,Utah,107,109,-11.5,-11.0,206.5,202.5,loss,over
2010_11,2010-11-06,Toronto,Portland,84,97,-12.0,-12.0,204.0,202.5,win,under
2010_11,2010-11-06,Memphis,Sacramento,100,91,-3.5,-6.0,209.0,210.5,loss,under
2010_11,2010-11-07,Philadelphia,NewYork,106,96,-7.5,-7.0,205.0,206.0,loss,under
2010_11,2010-11-07,Phoenix,Atlanta,118,114,-6.0,-5.5,209.0,208.0,loss,over
2010_11,2010-11-07,GoldenState,Detroit,97,102,1.0,2.0,209.0,208.5,loss,under
2010_11,2010-11-07,Boston,OklahomaCity,92,83,-2.5,-2.5,196.0,196.5,loss,under
2010_11,2010-11-07,Minnesota,Houston,94,120,-11.0,-9.0,217.0,216.0,win,under
2010_11,2010-11-07,Portland,LALakers,96,121,-7.0,-7.0,196.5,194.5,win,over
2010_11,2010-11-08,SanAntonio,Charlotte,95,91,3.0,4.0,189.5,187.0,loss,under
2010_11,2010-11-08,GoldenState,Toronto,109,102,-2.0,-0.0,216.5,217.0,win,under
2010_11,2010-11-08,Atlanta,Orlando,89,93,-9.0,-9.0,192.0,194.0,loss,under
2010_11,2010-11-08,Denver,Chicago,92,94,-3.0,-2.0,206.0,207.5,loss,under
2010_11,2010-11-08,Phoenix,Memphis,99,109,-4.5,-5.0,213.5,215.0,win,under
2010_11,2010-11-08,Boston,Dallas,87,89,-4.0,-3.5,190.0,188.5,loss,under
2010_11,2010-11-09,Denver,Indiana,113,144,-1.5,1.5,209.0,209.5,loss,over
2010_11,2010-11-09,Cleveland,NewJersey,93,91,-2.5,-2.5,196.0,195.5,loss,under
2010_11,2010-11-09,Utah,Miami,116,114,-10.0,-9.0,192.5,192.5,loss,over
2010_11,2010-11-09,NewYork,Milwaukee,80,107,-4.5,-5.5,195.5,197.5,win,under
2010_11,2010-11-09,LAClippers,NewOrleans,82,101,-8.5,-9.5,191.5,189.5,win,under
2010_11,2010-11-09,Detroit,Portland,78,100,-10.5,-10.0,188.0,191.0,win,under
2010_11,2010-11-09,Minnesota,LALakers,94,99,-17.0,-17.5,217.0,215.0,loss,under
2010_11,2010-11-10,Utah,Orlando,104,94,-10.5,-10.5,195.0,195.0,loss,over
2010_11,2010-11-10,Milwaukee,Atlanta,108,91,-6.5,-6.5,188.5,187.0,loss,over
2010_11,2010-11-10,Charlotte,Toronto,101,96,-1.5,-1.0,195.0,193.5,loss,over
2010_11,2010-11-10,Houston,Washington,91,98,2.5,3.5,212.0,210.0,loss,under
2010_11,2010-11-10,NewJersey,Cleveland,95,87,-5.5,-4.0,195.0,193.0,loss,under
2010_11,2010-11-10,GoldenState,NewYork,122,117,-4.5,-3.0,213.0,221.0,loss,over
2010_11,2010-11-10,Dallas,Memphis,106,91,-2.0,1.0,198.0,196.0,win,over
2010_11,2010-11-10,Philadelphia,OklahomaCity,103,109,-9.5,-8.5,202.0,201.5,loss,over
2010_11,2010-11-10,LAClippers,SanAntonio,95,107,-14.0,-13.5,192.5,195.0,loss,over
2010_11,2010-11-10,Minnesota,Sacramento,98,89,-9.0,-10.5,212.0,214.5,loss,under
2010_11,2010-11-11,Boston,Miami,112,107,-7.0,-7.5,183.5,186.5,loss,over
2010_11,2010-11-11,GoldenState,Chicago,90,120,-6.0,-7.0,216.0,214.0,win,under
2010_11,2010-11-11,LALakers,Denver,112,118,3.0,3.0,210.0,212.5,loss,over
2010_11,2010-11-12,Utah,Atlanta,90,86,-3.5,-3.5,201.0,200.0,loss,under
2010_11,2010-11-12,Houston,Indiana,102,99,-5.0,-3.5,213.5,216.5,loss,under
2010_11,2010-11-12,Toronto,Orlando,110,106,-13.5,-14.5,199.5,199.5,loss,over
2010_11,2010-11-12,Charlotte,Washington,93,85,-1.5,-0.0,188.5,188.0,win,under
2010_11,2010-11-12,NewYork,Minnesota,103,112,2.5,4.0,213.0,216.0,loss,under
2010_11,2010-11-12,Philadelphia,Dallas,90,99,-9.5,-8.5,194.0,196.0,win,under
2010_11,2010-11-12,Sacramento,Phoenix,89,103,-7.5,-7.5,217.5,215.0,win,under
2010_11,2010-11-12,Portland,OklahomaCity,108,110,-2.5,-2.5,195.5,194.5,loss,over
2010_11,2010-11-12,Detroit,LAClippers,113,107,-1.5,-1.5,190.0,191.0,loss,over
2010_11,2010-11-13,Utah,Charlotte,96,95,1.0,1.0,191.5,190.0,loss,over
2010_11,2010-11-13,Orlando,NewJersey,91,90,7.0,7.5,191.0,190.0,loss,under
2010_11,2010-11-13,Indiana,Cleveland,99,85,-1.0,-1.5,202.5,201.5,loss,under
2010_11,2010-11-13,Toronto,Miami,100,109,-15.5,-15.0,199.0,201.5,loss,over
2010_11,2010-11-13,Washington,Chicago,96,103,-11.5,-10.5,202.0,201.0,loss,under
2010_11,2010-11-13,Boston,Memphis,116,110,3.0,3.5,194.5,196.5,win,over
2010_11,2010-11-13,Portland,NewOrleans,87,107,-4.0,-4.0,189.0,188.0,win,over
2010_11,2010-11-13,Philadelphia,SanAntonio,93,116,-10.0,-10.0,204.0,204.0,win,over
2010_11,2010-11-13,GoldenState,Milwaukee,72,79,-7.5,-7.5,204.0,203.5,loss,under
2010_11,2010-11-14,Minnesota,Atlanta,105,111,-12.5,-10.0,206.0,204.5,loss,over
2010_11,2010-11-14,Detroit,Sacramento,100,94,-4.5,-5.0,202.5,198.5,loss,under
2010_11,2010-11-14,SanAntonio,OklahomaCity,117,104,-2.0,-2.5,206.0,207.0,loss,over
2010_11,2010-11-14,Houston,NewYork,104,96,-4.0,-2.5,217.0,213.5,loss,under
2010_11,2010-11-14,Phoenix,LALakers,121,116,-9.0,-8.5,217.0,216.0,loss,over
2010_11,2010-11-15,Minnesota,Charlotte,110,113,-9.5,-9.0,196.5,197.0,loss,over
2010_11,2010-11-15,Memphis,Orlando,72,89,-9.0,-9.0,200.5,200.0,win,under
2010_11,2010-11-15,NewOrleans,Dallas,95,98,-4.0,-3.0,187.0,190.0,loss,over
2010_11,2010-11-15,Denver,Phoenix,94,100,-1.5,-2.0,218.0,221.5,win,under
2010_11,2010-11-15,OklahomaCity,Utah,115,108,-5.5,-6.0,205.0,209.0,loss,over
2010_11,2010-11-15,Detroit,GoldenState,97,101,-7.0,-6.5,206.0,208.0,loss,under
2010_11,2010-11-15,NewJersey,LAClippers,110,96,-2.0,-2.0,189.0,191.0,loss,over
2010_11,2010-11-16,Philadelphia,Cleveland,93,101,-2.5,-3.0,195.0,196.0,win,under
2010_11,2010-11-16,Toronto,Washington,94,109,-1.0,1.0,202.0,204.0,loss,under
2010_11,2010-11-16,Atlanta,Indiana,102,92,-1.0,2.0,204.0,202.5,win,under
2010_11,2010-11-16,Portland,Memphis,100,99,-2.0,1.0,194.0,195.0,loss,over
2010_11,2010-11-16,LALakers,Milwaukee,118,107,3.5,4.5,198.0,193.5,win,over
2010_11,2010-11-16,Chicago,Houston,95,92,-1.5,-0.0,207.0,202.0,win,under
2010_11,2010-11-16,NewYork,Denver,118,120,-8.0,-7.5,216.5,218.0,loss,over
2010_11,2010-11-17,Phoenix,Miami,96,123,-9.0,-8.0,208.0,211.0,win,over
2010_11,2010-11-17,Toronto,Philadelphia,94,86,-4.5,-3.0,206.5,208.5,loss,under
2010_11,2010-11-17,Washington,Boston,83,114,-14.0,-13.5,193.0,194.0,win,over
2010_11,2010-11-17,LALakers,Detroit,103,90,7.5,7.5,205.0,202.5,win,under
2010_11,2010-11-17,Dallas,NewOrleans,97,99,-4.5,-5.0,192.0,192.0,loss,over
2010_11,2010-11-17,LAClippers,Minnesota,111,113,-3.5,-3.5,208.5,210.0,loss,over
2010_11,2010-11-17,Houston,OklahomaCity,99,116,-6.5,-7.0,211.5,210.5,win,over
2010_11,2010-11-17,NewJersey,Utah,88,98,-12.0,-9.5,197.5,196.5,win,under
2010_11,2010-11-17,Chicago,SanAntonio,94,103,-7.0,-6.5,207.0,204.0,win,under
2010_11,2010-11-17,NewYork,Sacramento,113,106,-3.5,-4.0,208.0,209.5,loss,over
2010_11,2010-11-18,LAClippers,Indiana,80,107,-8.5,-8.5,199.0,204.5,win,under
2010_11,2010-11-18,Phoenix,Orlando,89,105,-9.0,-10.5,203.0,205.0,win,under
2010_11,2010-11-18,Denver,Portland,83,86,-3.0,-2.5,203.0,204.5,win,under
2010_11,2010-11-19,OklahomaCity,Boston,89,84,-7.5,-9.0,201.0,197.5,loss,under
2010_11,2010-11-19,Milwaukee,Philadelphia,79,90,3.5,4.5,187.0,188.0,loss,under
2010_11,2010-11-19,Memphis,Washington,86,89,2.5,3.5,197.0,199.0,loss,under
2010_11,2010-11-19,Houston,Toronto,96,106,-1.0,1.5,206.5,210.5,loss,under
2010_11,2010-11-19,Charlotte,Miami,87,95,-12.0,-12.0,194.0,189.5,loss,under
2010_11,2010-11-19,LALakers,Minnesota,112,95,10.0,9.0,218.0,215.0,win,under
2010_11,2010-11-19,Cleveland,NewOrleans,101,108,-10.5,-9.0,192.5,193.5,loss,over
2010_11,2010-11-19,SanAntonio,Utah,94,82,-2.5,-2.0,203.5,202.5,loss,under
2010_11,2010-11-19,Chicago,Dallas,88,83,-5.0,-5.0,195.0,193.5,loss,under
2010_11,2010-11-19,NewJersey,Sacramento,81,86,-3.5,-3.0,196.0,197.0,win,under
2010_11,2010-11-19,NewYork,GoldenState,125,119,-3.0,-4.0,221.0,221.5,loss,over
2010_11,2010-11-20,Phoenix,Charlotte,105,123,1.5,-2.5,203.0,198.5,win,over
2010_11,2010-11-20,Orlando,Indiana,90,86,5.0,5.0,196.0,197.0,loss,under
2010_11,2010-11-20,Dallas,Atlanta,98,93,-2.0,-3.0,194.0,192.0,loss,under
2010_11,2010-11-20,Miami,Memphis,95,97,5.5,5.5,198.0,193.0,loss,under
2010_11,2010-11-20,OklahomaCity,Milwaukee,82,81,-4.5,-5.5,188.0,188.0,loss,under
2010_11,2010-11-20,Cleveland,SanAntonio,92,116,-12.0,-10.0,201.0,201.0,win,over
2010_11,2010-11-20,NewJersey,Denver,103,107,-11.0,-10.0,202.5,206.0,loss,over
2010_11,2010-11-20,Utah,Portland,103,94,-2.5,-3.5,192.0,191.0,loss,over
2010_11,2010-11-20,NewYork,LAClippers,124,115,-0.0,-1.5,210.0,210.0,loss,over
2010_11,2010-11-21,Boston,Toronto,101,102,5.0,5.5,194.5,195.0,loss,over
2010_11,2010-11-21,NewOrleans,Sacramento,75,71,5.5,5.0,198.0,198.5,loss,under
2010_11,2010-11-21,Washington,Detroit,110,115,-5.5,-4.0,194.0,195.0,win,over
2010_11,2010-11-21,GoldenState,LALakers,89,117,-12.0,-10.5,217.5,218.5,win,under
2010_11,2010-11-22,Boston,Atlanta,99,76,-4.0,-2.5,194.0,192.5,loss,under
2010_11,2010-11-22,Indiana,Miami,93,77,-10.0,-9.0,196.0,198.0,loss,under
2010_11,2010-11-22,Minnesota,OklahomaCity,107,117,-9.5,-9.5,209.5,215.5,win,over
2010_11,2010-11-22,Phoenix,Houston,123,116,-4.0,-2.0,211.0,215.5,loss,over
2010_11,2010-11-22,Orlando,SanAntonio,97,106,-3.5,-3.5,196.0,196.0,win,over
2010_11,2010-11-22,Sacramento,Utah,83,94,-11.0,-10.5,199.5,197.5,win,under
2010_11,2010-11-22,Denver,GoldenState,106,89,1.0,2.0,218.0,219.5,win,under
2010_11,2010-11-22,NewOrleans,LAClippers,95,99,6.5,6.0,197.5,196.0,loss,under
2010_11,2010-11-23,Cleveland,Indiana,89,100,-5.5,-5.0,200.5,199.5,win,under
2010_11,2010-11-23,Atlanta,NewJersey,101,107,2.5,3.0,192.0,190.5,loss,over
2010_11,2010-11-23,Philadelphia,Washington,114,116,-2.5,-2.5,195.0,196.0,loss,over
2010_11,2010-11-23,Charlotte,NewYork,107,110,-3.0,-3.0,205.5,204.5,loss,over
2010_11,2010-11-23,Detroit,Dallas,84,88,-10.0,-9.5,192.0,191.5,loss,under
2010_11,2010-11-23,Chicago,LALakers,91,98,-9.0,-8.0,203.5,204.5,loss,under
2010_11,2010-11-24,Milwaukee,Cleveland,81,83,-0.0,1.5,186.0,186.0,loss,under
2010_11,2010-11-24,NewYork,Charlotte,99,95,-4.5,-5.0,206.0,205.5,loss,under
2010_11,2010-11-24,Philadelphia,Toronto,90,106,-5.0,-5.5,201.5,205.5,win,under
2010_11,2010-11-24,NewJersey,Boston,83,89,-10.5,-10.5,187.0,189.5,loss,under
2010_11,2010-11-24,Miami,Orlando,95,104,-4.5,-4.0,187.0,189.0,win,over
2010_11,2010-11-24,Detroit,Memphis,84,105,-7.0,-6.5,194.0,197.0,win,under
2010_11,2010-11-24,SanAntonio,Minnesota,113,109,8.0,7.5,213.0,212.0,loss,over
2010_11,2010-11-24,Dallas,OklahomaCity,111,103,-4.0,-4.0,199.0,198.0,loss,over
2010_11,2010-11-24,GoldenState,Houston,101,111,-5.0,-5.5,216.5,216.5,win,under
2010_11,2010-11-24,Chicago,Phoenix,123,115,-3.0,-2.5,211.0,210.0,loss,over
2010_11,2010-11-24,NewOrleans,Utah,87,105,-4.0,-4.0,192.5,193.0,win,under
2010_11,2010-11-25,Washington,Atlanta,96,116,-7.5,-7.0,196.0,196.5,win,over
2010_11,2010-11-25,Sacramento,LAClippers,82,100,-3.0,-2.5,194.5,193.5,win,under
2010_11,2010-11-26,Houston,Charlotte,89,99,-3.5,-4.0,201.0,197.5,win,under
2010_11,2010-11-26,Cleveland,Orlando,100,111,-11.5,-10.5,193.0,191.5,win,over
2010_11,2010-11-26,Milwaukee,Detroit,89,103,-1.0,1.0,183.0,182.5,loss,over
2010_11,2010-11-26,Philadelphia,Miami,90,99,-11.0,-11.0,195.0,196.0,loss,under
2010_11,2010-11-26,Toronto,Boston,101,110,-10.0,-9.0,196.0,197.0,loss,over
2010_11,2010-11-26,OklahomaCity,Indiana,110,106,1.0,-2.0,206.0,206.0,loss,over
2010_11,2010-11-26,Dallas,SanAntonio,103,94,-4.0,-4.5,197.0,196.5,loss,over
2010_11,2010-11-26,Chicago,Denver,97,98,-3.0,-5.5,203.0,203.0,loss,under
2010_11,2010-11-26,LALakers,Utah,96,102,1.5,1.0,205.0,202.5,loss,under
2010_11,2010-11-26,LAClippers,Phoenix,108,116,-9.5,-9.5,216.5,216.0,loss,over
2010_11,2010-11-26,GoldenState,Memphis,111,116,-7.0,-7.0,209.0,210.5,loss,over
2010_11,2010-11-26,NewOrleans,Portland,97,78,-3.5,-4.0,189.0,189.0,loss,under
2010_11,2010-11-27,Atlanta,NewYork,99,90,-1.5,-1.0,210.0,209.5,loss,under
2010_11,2010-11-27,Orlando,Washington,100,99,7.5,7.0,194.5,195.0,loss,over
2010_11,2010-11-27,Memphis,Cleveland,86,92,-1.0,1.0,195.0,198.5,loss,under
2010_11,2010-11-27,NewJersey,Philadelphia,86,102,-2.5,-1.0,189.0,190.5,win,under
2010_11,2010-11-27,GoldenState,Minnesota,104,94,-1.5,-2.5,219.0,220.0,loss,under
2010_11,2010-11-27,Miami,Dallas,95,103,-2.5,-2.0,189.0,188.5,win,over
2010_11,2010-11-27,Charlotte,Milwaukee,101,104,-3.5,-2.5,182.5,181.0,win,over
2010_11,2010-11-27,Chicago,Sacramento,96,85,1.5,3.0,193.0,190.5,win,under
2010_11,2010-11-28,Atlanta,Toronto,96,78,-1.0,1.0,203.5,205.0,win,under
2010_11,2010-11-28,NewYork,Detroit,125,116,-1.5,-1.5,206.5,206.5,loss,over
2010_11,2010-11-28,SanAntonio,NewOrleans,109,95,-2.0,-0.0,196.0,194.0,win,over
2010_11,2010-11-28,Utah,LAClippers,109,97,6.0,6.5,197.0,197.5,win,over
2010_11,2010-11-28,OklahomaCity,Houston,98,99,1.5,3.0,211.0,210.0,loss,under
2010_11,2010-11-28,Portland,NewJersey,96,98,5.0,4.0,185.0,186.0,loss,over
2010_11,2010-11-28,Phoenix,Denver,133,138,-4.5,-5.0,219.0,221.0,loss,over
2010_11,2010-11-28,Indiana,LALakers,95,92,-9.5,-8.5,199.0,204.5,loss,under
2010_11,2010-11-29,Washington,Miami,94,105,-11.5,-13.0,198.0,196.5,loss,over
2010_11,2010-11-29,NewOrleans,OklahomaCity,89,95,-4.0,-3.5,199.5,200.5,win,under
2010_11,2010-11-29,Houston,Dallas,91,101,-9.5,-8.5,197.0,198.5,win,under
2010_11,2010-11-29,Milwaukee,Utah,88,109,-9.5,-9.5,189.0,187.0,win,over
2010_11,2010-11-30,Boston,Cleveland,106,87,6.5,7.0,194.5,192.0,win,over
2010_11,2010-11-30,Detroit,Orlando,79,90,-11.0,-11.5,192.0,192.0,loss,under
2010_11,2010-11-30,Portland,Philadelphia,79,88,3.0,3.0,192.0,192.0,loss,under
2010_11,2010-11-30,NewJersey,NewYork,100,111,-5.0,-4.5,202.0,205.0,win,over
2010_11,2010-11-30,LALakers,Memphis,96,98,5.0,5.5,204.0,204.0,loss,under
2010_11,2010-11-30,Indiana,Sacramento,107,98,2.5,4.0,192.5,192.5,win,over
2010_11,2010-11-30,SanAntonio,GoldenState,118,98,4.0,4.0,213.0,215.0,win,over
2010_11,2010-12-01,Memphis,Atlanta,109,112,-5.5,-5.5,198.0,196.0,loss,over
2010_11,2010-12-01,Washington,Toronto,108,127,-5.0,-4.5,203.0,208.5,win,over
2010_11,2010-12-01,OklahomaCity,NewJersey,123,120,5.0,5.0,197.5,192.0,loss,over
2010_11,2010-12-01,Detroit,Miami,72,97,-11.0,-11.0,192.0,191.0,win,under
2010_11,2010-12-01,Portland,Boston,95,99,-6.5,-7.0,188.0,187.0,loss,over
2010_11,2010-12-01,Orlando,Chicago,107,78,-1.5,-2.0,194.0,192.0,loss,under
2010_11,2010-12-01,Charlotte,NewOrleans,73,89,-8.0,-8.5,188.0,186.0,win,under
2010_11,2010-12-01,Minnesota,Dallas,86,100,-11.0,-10.0,203.5,205.0,win,under
2010_11,2010-12-01,LALakers,Houston,99,109,6.0,5.5,208.0,205.0,loss,over
2010_11,2010-12-01,Milwaukee,Denver,94,105,-7.0,-8.5,196.0,199.0,win,under
2010_11,2010-12-01,Indiana,Utah,88,110,-8.0,-7.5,194.0,198.0,win,under
2010_11,2010-12-01,SanAntonio,LAClippers,85,90,7.0,7.0,204.0,203.5,loss,under
2010_11,2010-12-02,Miami,Cleveland,118,90,5.0,6.0,192.0,191.0,win,over
2010_11,2010-12-02,Phoenix,GoldenState,107,101,-1.5,-2.5,228.5,227.5,loss,under
2010_11,2010-12-03,NewJersey,Charlotte,84,91,-7.5,-6.5,184.5,184.5,win,under
2010_11,2010-12-03,Portland,Washington,79,83,3.5,4.0,194.0,193.5,loss,under
2010_11,2010-12-03,OklahomaCity,Toronto,99,111,2.0,1.0,211.0,209.0,loss,over
2010_11,2010-12-03,Orlando,Detroit,104,91,7.0,4.0,187.0,184.5,win,over
2010_11,2010-12-03,Philadelphia,Atlanta,88,93,-7.0,-5.5,193.0,192.5,loss,under
2010_11,2010-12-03,NewYork,NewOrleans,100,92,-6.5,-5.0,203.0,204.0,loss,under
2010_11,2010-12-03,Houston,Memphis,127,111,-5.0,-4.5,204.0,205.0,loss,over
2010_11,2010-12-03,Chicago,Boston,92,104,-6.0,-5.5,190.0,190.5,win,over
2010_11,2010-12-03,Minnesota,SanAntonio,101,107,-13.0,-12.0,213.5,210.0,loss,under
2010_11,2010-12-03,Indiana,Phoenix,97,105,-2.5,-1.0,212.0,216.0,win,under
