season,date,visiting_team,home_team,visiting_team_score,home_team_score,spread_open,spread_close,total_open,total_close,spread_result_home_team,total_result
2014_15,2014-11-07,Dallas,Utah,105,82,3.5,3.0,207.0,205.0,win,under
2014_15,2014-11-07,Cleveland,Denver,110,101,5.0,6.5,206.0,211.0,win,under
2014_15,2014-11-08,Portland,LAClippers,102,106,-3.5,-4.5,207.0,205.0,loss,over
2014_15,2014-11-08,Washington,Indiana,97,90,3.5,3.5,185.5,182.5,win,over
2014_15,2014-11-08,NewYork,Atlanta,96,103,-6.0,-6.5,192.0,194.5,win,over
2014_15,2014-11-08,Minnesota,Miami,92,102,-6.5,-7.5,203.0,205.0,win,under
2014_15,2014-11-08,Boston,Chicago,106,101,-10.0,-9.5,193.0,194.0,loss,over
2014_15,2014-11-08,GoldenState,Houston,98,87,-4.0,3.5,207.0,209.0,win,under
2014_15,2014-11-08,Memphis,Milwaukee,92,93,6.0,4.5,184.5,186.5,loss,under
2014_15,2014-11-08,NewOrleans,SanAntonio,100,99,-7.5,-7.0,195.0,195.0,loss,over
2014_15,2014-11-09,Orlando,Brooklyn,96,104,-9.0,-9.0,197.0,198.0,loss,over
2014_15,2014-11-09,Utah,Detroit,97,96,-4.5,-4.0,196.0,192.0,loss,over
2014_15,2014-11-09,Sacramento,OklahomaCity,93,101,3.5,2.0,194.0,190.0,loss,over
2014_15,2014-11-09,Philadelphia,Toronto,88,120,-14.5,-13.5,202.0,205.5,win,over
2014_15,2014-11-09,Miami,Dallas,105,96,-6.5,-8.0,207.5,205.0,loss,under
2014_15,2014-11-09,GoldenState,Phoenix,95,107,1.0,-2.5,210.0,209.0,win,under
2014_15,2014-11-09,Denver,Portland,100,116,-8.5,-9.0,208.0,207.5,win,over
2014_15,2014-11-09,Charlotte,LALakers,92,107,4.0,2.5,205.0,202.0,loss,under
2014_15,2014-11-10,NewOrleans,Cleveland,111,118,-7.0,-5.5,201.5,201.5,win,over
2014_15,2014-11-10,Utah,Indiana,86,97,-2.0,-3.0,191.0,186.5,win,under
2014_15,2014-11-10,Atlanta,NewYork,91,85,-1.0,2.0,195.0,197.5,win,under
2014_15,2014-11-10,Detroit,Chicago,91,102,-9.0,-10.0,191.5,190.0,win,over
2014_15,2014-11-10,SanAntonio,LAClippers,89,85,-2.5,-2.0,203.5,203.5,loss,under
2014_15,2014-11-11,Orlando,Toronto,100,104,-11.0,-10.5,201.5,198.0,loss,over
2014_15,2014-11-11,LALakers,Memphis,102,107,-11.5,-10.0,196.5,197.0,loss,over
2014_15,2014-11-11,OklahomaCity,Milwaukee,78,85,-4.5,-2.0,187.5,191.0,win,under
2014_15,2014-11-11,Sacramento,Dallas,98,106,-7.5,-8.0,206.0,206.0,loss,under
2014_15,2014-11-11,Charlotte,Portland,100,102,-8.0,-6.5,197.5,192.5,loss,over
2014_15,2014-11-11,SanAntonio,GoldenState,113,100,-5.5,-7.5,201.0,201.5,loss,over
2014_15,2014-11-12,Detroit,Washington,103,107,-7.5,-6.5,189.0,191.5,loss,over
2014_15,2014-11-12,Utah,Atlanta,97,100,-8.0,-7.0,198.0,197.0,loss,under
2014_15,2014-11-12,OklahomaCity,Boston,109,94,-6.0,-7.5,198.0,197.0,loss,over
2014_15,2014-11-12,Indiana,Miami,81,75,-8.0,-8.5,190.5,188.0,loss,under
2014_15,2014-11-12,Orlando,NewYork,97,95,-7.5,-6.5,192.5,191.5,loss,over
2014_15,2014-11-12,LALakers,NewOrleans,102,109,-10.5,-11.0,208.0,210.0,loss,over
2014_15,2014-11-12,Portland,Denver,130,113,1.0,-3.0,207.0,208.5,loss,over
2014_15,2014-11-12,Brooklyn,Phoenix,104,112,-4.5,-4.0,207.0,207.5,win,over
2014_15,2014-11-12,Houston,Minnesota,113,101,6.5,7.0,198.0,207.0,win,over
2014_15,2014-11-13,Chicago,Toronto,100,93,-2.0,-2.5,194.5,196.5,loss,under
2014_15,2014-11-13,Sacramento,Memphis,110,111,-6.5,-5.0,192.0,188.5,loss,over
2014_15,2014-11-13,Philadelphia,Dallas,70,123,-15.0,-13.5,207.5,210.5,win,under
2014_15,2014-11-13,Brooklyn,GoldenState,99,107,-8.5,-10.5,205.0,211.5,loss,under
2014_15,2014-11-14,Milwaukee,Orlando,85,101,-2.0,-2.5,192.5,194.0,win,under
2014_15,2014-11-14,Denver,Indiana,108,87,-2.5,-2.5,194.5,201.5,loss,under
2014_15,2014-11-14,Miami,Atlanta,103,114,-3.0,-5.0,196.0,193.0,win,over
2014_15,2014-11-14,Utah,NewYork,102,100,-3.0,-3.5,193.5,191.5,loss,over
2014_15,2014-11-14,Cleveland,Boston,122,121,5.0,6.0,211.0,208.5,loss,over
2014_15,2014-11-14,Minnesota,NewOrleans,91,139,-6.5,-8.0,204.0,205.5,win,over
2014_15,2014-11-14,Philadelphia,Houston,87,88,-16.5,-16.5,204.5,205.5,loss,under
2014_15,2014-11-14,Detroit,OklahomaCity,96,89,-2.5,-3.0,190.5,188.5,loss,under
2014_15,2014-11-14,Charlotte,Phoenix,103,95,-5.5,-6.5,201.0,200.0,loss,under
2014_15,2014-11-14,SanAntonio,LALakers,93,80,7.5,8.0,208.5,205.0,win,under
2014_15,2014-11-15,Orlando,Washington,93,98,-9.5,-9.0,195.0,194.5,loss,under
2014_15,2014-11-15,Utah,Toronto,93,111,-10.0,-11.5,198.5,201.5,win,over
2014_15,2014-11-15,Atlanta,Cleveland,94,127,-7.5,-7.0,205.5,209.0,win,over
2014_15,2014-11-15,Indiana,Chicago,99,90,-9.5,-8.5,187.0,180.5,loss,over
2014_15,2014-11-15,Detroit,Memphis,88,95,-9.5,-9.0,188.0,186.5,loss,under
2014_15,2014-11-15,Minnesota,Dallas,117,131,-10.5,-11.5,208.5,211.0,win,over
2014_15,2014-11-15,SanAntonio,Sacramento,91,94,2.5,1.5,197.5,196.0,loss,under
2014_15,2014-11-15,Brooklyn,Portland,87,97,-6.0,-2.5,208.0,204.0,win,under
2014_15,2014-11-15,Charlotte,GoldenState,87,112,-10.0,-11.5,202.0,202.0,win,under
2014_15,2014-11-15,Phoenix,LAClippers,107,120,-6.5,-7.0,210.5,211.5,win,over
2014_15,2014-11-16,Denver,NewYork,93,109,-1.0,-2.0,202.0,203.5,win,under
2014_15,2014-11-16,Milwaukee,Miami,91,84,-4.5,-5.0,189.5,189.5,loss,under
2014_15,2014-11-16,Houston,OklahomaCity,69,65,5.0,5.0,193.5,193.0,loss,under
2014_15,2014-11-16,GoldenState,LALakers,136,115,7.5,8.0,211.0,212.5,win,over
2014_15,2014-11-17,Denver,Cleveland,106,97,-11.5,-11.5,217.5,218.5,loss,under
2014_15,2014-11-17,Dallas,Charlotte,107,80,-1.5,4.0,198.5,198.5,win,under
2014_15,2014-11-17,Orlando,Detroit,107,93,-4.5,-4.5,190.5,192.5,loss,over
2014_15,2014-11-17,Miami,Brooklyn,95,83,-5.5,-8.0,196.0,196.0,loss,under
2014_15,2014-11-17,Phoenix,Boston,118,114,-0.0,1.5,214.5,216.0,win,over
2014_15,2014-11-17,Houston,Memphis,93,119,-2.5,-4.5,190.0,188.5,win,over
2014_15,2014-11-17,Philadelphia,SanAntonio,75,100,-17.0,-16.5,197.0,195.5,win,under
2014_15,2014-11-17,NewOrleans,Portland,93,102,-4.0,-3.5,204.0,204.5,win,under
2014_15,2014-11-17,Chicago,LAClippers,105,89,-4.0,-7.0,197.0,198.5,loss,under
2014_15,2014-11-18,LALakers,Atlanta,114,109,-9.0,-8.5,211.0,211.5,loss,over
2014_15,2014-11-18,NewYork,Milwaukee,113,117,-4.0,-1.5,191.5,192.5,win,over
2014_15,2014-11-18,OklahomaCity,Utah,81,98,-3.5,-3.0,189.0,186.0,win,under
2014_15,2014-11-18,NewOrleans,Sacramento,106,100,-2.0,-3.0,199.0,204.0,loss,over
2014_15,2014-11-19,Dallas,Washington,105,102,1.0,2.5,200.0,204.0,win,over
2014_15,2014-11-19,SanAntonio,Cleveland,92,90,-2.5,-1.5,200.5,200.0,loss,under
2014_15,2014-11-19,LAClippers,Orlando,114,90,5.0,5.0,203.5,203.5,win,over
2014_15,2014-11-19,Boston,Philadelphia,101,90,6.0,6.5,208.5,214.0,win,under
2014_15,2014-11-19,Charlotte,Indiana,86,88,-2.0,-2.0,184.0,179.5,loss,under
2014_15,2014-11-19,Phoenix,Detroit,88,86,2.0,2.5,205.5,204.0,loss,under
2014_15,2014-11-19,Milwaukee,Brooklyn,122,118,-6.5,-6.5,196.0,198.5,loss,over
2014_15,2014-11-19,Memphis,Toronto,92,96,-3.0,-6.5,195.0,192.5,loss,under
2014_15,2014-11-19,NewYork,Minnesota,99,115,1.5,-1.0,205.0,202.0,win,over
2014_15,2014-11-19,OklahomaCity,Denver,100,107,-5.5,-7.0,196.0,199.0,loss,over
2014_15,2014-11-19,LALakers,Houston,98,92,-13.0,-10.0,210.0,210.5,loss,under
2014_15,2014-11-20,LAClippers,Miami,110,93,3.5,4.0,198.5,197.0,win,over
2014_15,2014-11-20,Chicago,Sacramento,88,103,-1.0,-3.0,196.5,194.5,win,under
2014_15,2014-11-21,Phoenix,Philadelphia,122,96,10.0,9.0,205.0,208.5,win,over
2014_15,2014-11-21,Orlando,Charlotte,105,100,-4.5,-4.0,187.5,191.0,loss,over
2014_15,2014-11-21,Detroit,Atlanta,89,99,-6.5,-6.0,197.5,197.5,win,under
2014_15,2014-11-21,Milwaukee,Toronto,83,124,-8.5,-9.0,196.0,200.0,win,over
2014_15,2014-11-21,Cleveland,Washington,78,91,1.0,1.5,204.5,205.0,loss,under
2014_15,2014-11-21,Boston,Memphis,100,117,-7.5,-6.5,199.0,199.5,win,over
2014_15,2014-11-21,SanAntonio,Minnesota,121,92,8.0,11.5,199.0,202.5,win,over
2014_15,2014-11-21,Brooklyn,OklahomaCity,94,92,-0.0,-1.5,190.0,187.0,loss,under
2014_15,2014-11-21,LALakers,Dallas,106,140,-10.5,-11.0,217.0,215.0,win,over
2014_15,2014-11-21,NewOrleans,Denver,97,117,1.5,2.5,211.0,214.0,loss,under
2014_15,2014-11-21,Utah,GoldenState,88,101,-12.5,-12.5,209.5,207.5,win,under
2014_15,2014-11-21,Chicago,Portland,87,105,-6.5,-8.0,196.0,195.5,win,under
2014_15,2014-11-22,Miami,Orlando,99,92,-1.0,1.5,192.0,191.5,win,under
2014_15,2014-11-22,Phoenix,Indiana,106,83,1.5,2.0,196.0,195.5,win,under
2014_15,2014-11-22,Toronto,Cleveland,110,93,-4.5,-3.0,209.0,204.5,loss,under
2014_15,2014-11-22,Philadelphia,NewYork,83,91,-12.0,-11.0,197.0,198.5,loss,under
2014_15,2014-11-22,Sacramento,Minnesota,113,101,6.0,9.0,208.0,212.0,win,over
2014_15,2014-11-22,Dallas,Houston,92,95,3.0,4.0,201.5,206.0,loss,under
2014_15,2014-11-22,Brooklyn,SanAntonio,87,99,-9.5,-10.0,195.0,194.0,win,under
2014_15,2014-11-22,Washington,Milwaukee,111,100,1.5,3.0,195.5,193.5,win,over
2014_15,2014-11-22,NewOrleans,Utah,106,94,3.0,2.5,204.0,199.0,win,over
2014_15,2014-11-23,Portland,Boston,94,88,5.0,4.5,214.0,209.5,win,under
2014_15,2014-11-23,Charlotte,Miami,93,94,-2.5,-0.0,187.0,185.5,loss,over
2014_15,2014-11-23,LAClippers,Memphis,91,107,-3.0,-2.0,198.0,198.0,win,under
2014_15,2014-11-23,GoldenState,OklahomaCity,91,86,8.0,8.0,194.0,197.0,loss,under
2014_15,2014-11-23,Denver,LALakers,101,94,2.0,2.0,218.5,221.0,win,under
2014_15,2014-11-24,Orlando,Cleveland,74,106,-10.0,-10.5,201.5,200.0,win,under
2014_15,2014-11-24,Portland,Philadelphia,114,104,13.5,13.0,204.5,198.5,loss,over
2014_15,2014-11-24,LAClippers,Charlotte,113,92,4.0,4.0,198.0,199.0,win,over
2014_15,2014-11-24,Phoenix,Toronto,100,104,-6.0,-4.5,208.0,210.0,loss,under
2014_15,2014-11-24,NewYork,Houston,86,91,-9.0,-6.0,195.0,191.5,loss,under
2014_15,2014-11-24,Indiana,Dallas,111,100,-12.5,-14.0,197.0,197.5,loss,over
2014_15,2014-11-24,Chicago,Utah,97,95,1.0,3.5,192.0,193.0,loss,under
2014_15,2014-11-25,Atlanta,Washington,106,102,-4.5,-4.0,200.5,200.5,loss,over
2014_15,2014-11-25,GoldenState,Miami,114,97,5.0,7.5,198.0,202.0,win,over
2014_15,2014-11-25,Detroit,Milwaukee,86,98,-3.5,-3.5,191.5,189.5,win,under
2014_15,2014-11-25,Sacramento,NewOrleans,99,89,-3.5,-6.5,203.5,200.0,loss,under
2014_15,2014-11-25,Chicago,Denver,109,114,-2.0,-4.5,201.5,204.0,win,over
2014_15,2014-11-26,Brooklyn,Philadelphia,99,91,8.5,7.0,199.0,200.0,win,under
2014_15,2014-11-26,Washington,Cleveland,87,113,-5.0,-7.5,198.5,201.0,win,under
2014_15,2014-11-26,GoldenState,Orlando,111,96,8.0,8.0,202.5,202.5,win,over
2014_15,2014-11-26,Portland,Charlotte,105,97,6.0,6.0,196.0,191.5,win,over
2014_15,2014-11-26,LAClippers,Detroit,104,98,7.0,8.5,199.5,199.5,loss,over
2014_15,2014-11-26,Toronto,Atlanta,126,115,2.0,3.5,204.5,204.5,win,over
2014_15,2014-11-26,NewYork,Dallas,102,109,-13.0,-14.0,198.0,200.0,loss,over
2014_15,2014-11-26,Milwaukee,Minnesota,103,86,3.0,1.5,204.0,206.0,win,under
2014_15,2014-11-26,Sacramento,Houston,89,102,-4.5,-5.0,194.5,194.0,win,under
2014_15,2014-11-26,Utah,OklahomaCity,82,97,-3.5,-4.5,184.0,185.0,win,under
2014_15,2014-11-26,Indiana,SanAntonio,100,106,-12.5,-13.0,189.0,187.0,loss,over
2014_15,2014-11-26,Denver,Phoenix,112,120,-7.0,-7.5,214.0,215.0,win,over
2014_15,2014-11-26,Memphis,LALakers,99,93,7.0,7.0,199.5,202.0,loss,under
2014_15,2014-11-28,Chicago,Boston,109,102,3.5,3.5,204.0,204.5,win,over
2014_15,2014-11-28,GoldenState,Charlotte,106,101,8.0,8.5,201.0,201.0,loss,over
2014_15,2014-11-28,NewOrleans,Atlanta,91,100,-2.5,-2.5,205.0,204.5,win,under
2014_15,2014-11-28,Dallas,Toronto,106,102,-3.5,-3.5,209.0,211.0,loss,under
2014_15,2014-11-28,Milwaukee,Detroit,104,88,-3.0,-2.0,188.5,191.0,loss,over
2014_15,2014-11-28,Orlando,Indiana,83,98,-6.0,-5.0,190.0,191.0,win,under
2014_15,2014-11-28,LAClippers,Houston,102,85,3.0,4.5,195.5,201.5,win,under
2014_15,2014-11-28,NewYork,OklahomaCity,78,105,-8.0,-8.0,187.0,185.5,win,under
2014_15,2014-11-28,Sacramento,SanAntonio,104,112,-8.0,-11.0,194.5,194.0,loss,over
2014_15,2014-11-28,Phoenix,Denver,97,122,-1.0,-2.0,218.0,215.5,win,over
2014_15,2014-11-28,Memphis,Portland,112,99,-4.0,-3.5,193.0,193.5,loss,over
2014_15,2014-11-28,Minnesota,LALakers,120,119,-6.0,-6.0,215.0,213.0,loss,over
2014_15,2014-11-29,NewOrleans,Washington,80,83,-4.5,-4.0,200.5,199.0,loss,under
2014_15,2014-11-29,Dallas,Philadelphia,110,103,13.0,12.5,206.0,203.0,loss,over
2014_15,2014-11-29,Indiana,Cleveland,97,109,-9.5,-10.0,195.5,195.0,win,over
2014_15,2014-11-29,Charlotte,Atlanta,75,105,-7.0,-7.0,199.0,197.5,win,under
2014_15,2014-11-29,Houston,Milwaukee,117,103,-0.0,-4.0,190.0,191.5,loss,over
2014_15,2014-11-29,LAClippers,Utah,112,96,5.5,5.0,200.5,203.5,win,over
2014_15,2014-11-30,SanAntonio,Boston,111,89,7.0,7.5,203.0,204.5,win,under
2014_15,2014-11-30,Chicago,Brooklyn,102,84,2.5,2.5,195.0,193.0,win,under
2014_15,2014-11-30,GoldenState,Detroit,104,93,8.0,8.5,200.0,202.0,win,under
2014_15,2014-11-30,Memphis,Sacramento,97,85,-0.0,5.0,193.5,193.0,win,under
2014_15,2014-11-30,Miami,NewYork,86,79,3.0,3.0,191.0,189.5,win,under
2014_15,2014-11-30,Orlando,Phoenix,93,90,-10.5,-9.0,207.0,204.5,loss,under
2014_15,2014-11-30,Minnesota,Portland,93,107,-14.0,-14.0,210.0,212.5,loss,under
2014_15,2014-11-30,Toronto,LALakers,122,129,6.5,7.0,211.5,209.0,loss,over
2014_15,2014-12-01,Miami,Washington,86,107,-5.5,-4.5,189.5,190.5,win,over
2014_15,2014-12-01,SanAntonio,Philadelphia,109,103,14.5,11.5,195.5,195.0,loss,over
2014_15,2014-12-01,Denver,Utah,103,101,1.0,4.0,209.0,206.0,loss,under
2014_15,2014-12-01,Minnesota,LAClippers,101,127,-14.0,-15.0,214.5,216.0,win,over
2014_15,2014-12-02,Milwaukee,Cleveland,108,111,-10.5,-10.5,201.5,201.0,loss,over
2014_15,2014-12-02,Boston,Atlanta,105,109,-6.5,-7.0,211.0,211.0,loss,over
2014_15,2014-12-02,LALakers,Detroit,106,96,-2.5,-2.0,203.5,206.5,loss,under
2014_15,2014-12-02,Brooklyn,NewYork,98,93,0.0,1.0,187.5,193.5,win,under
2014_15,2014-12-02,OklahomaCity,NewOrleans,104,112,2.0,3.5,197.0,197.0,loss,over
2014_15,2014-12-02,Dallas,Chicago,132,129,-1.5,-1.5,202.5,203.5,loss,over
2014_15,2014-12-02,Portland,Denver,105,103,2.0,3.0,213.5,211.5,loss,under
2014_15,2014-12-02,Indiana,Phoenix,99,116,-6.5,-5.0,196.0,196.5,win,over
2014_15,2014-12-02,Toronto,Sacramento,117,109,0.0,2.5,202.5,204.0,win,over
2014_15,2014-12-02,Orlando,GoldenState,97,98,-13.5,-14.5,202.5,201.5,loss,under
2014_15,2014-12-03,Chicago,Charlotte,102,95,3.5,3.5,191.5,190.5,win,over
2014_15,2014-12-03,LALakers,Washington,95,111,-8.5,-8.5,207.5,208.5,win,under
2014_15,2014-12-03,Detroit,Boston,102,109,-4.0,-5.0,203.0,202.0,win,over
2014_15,2014-12-03,SanAntonio,Brooklyn,93,95,7.0,8.5,193.0,198.0,loss,under
2014_15,2014-12-03,Atlanta,Miami,112,102,-3.5,-4.5,200.0,199.5,loss,over
2014_15,2014-12-03,Dallas,Milwaukee,107,105,4.5,4.0,204.5,206.0,loss,over
2014_15,2014-12-03,Memphis,Houston,96,105,5.0,5.0,188.5,189.5,loss,over
2014_15,2014-12-03,Philadelphia,Minnesota,85,77,-6.5,-7.0,209.5,212.0,loss,under
2014_15,2014-12-03,Toronto,Utah,123,104,5.5,3.5,203.0,201.0,win,over
2014_15,2014-12-03,Orlando,LAClippers,86,114,-13.5,-15.0,202.5,202.0,win,under
2014_15,2014-12-04,Cleveland,NewYork,90,87,7.5,7.5,198.0,198.5,loss,under
2014_15,2014-12-04,Indiana,Portland,82,88,-8.5,-8.5,195.5,193.5,loss,under
2014_15,2014-12-04,NewOrleans,GoldenState,85,112,-7.5,-9.5,206.0,206.5,win,under
2014_15,2014-12-05,Denver,Washington,89,119,-5.5,-4.5,205.5,208.5,win,under
2014_15,2014-12-05,OklahomaCity,Philadelphia,103,91,13.0,13.5,198.5,199.0,loss,under
2014_15,2014-12-05,NewYork,Charlotte,102,103,-3.5,-4.5,189.0,190.0,loss,over
2014_15,2014-12-05,Atlanta,Brooklyn,98,75,-1.0,1.0,201.0,201.0,win,under
2014_15,2014-12-05,Cleveland,Toronto,105,91,-3.0,-4.5,205.5,209.0,loss,under
2014_15,2014-12-05,LALakers,Boston,96,113,-4.0,-3.0,217.0,219.0,win,under
2014_15,2014-12-05,SanAntonio,Memphis,107,101,-1.5,-1.0,192.0,191.0,loss,over
2014_15,2014-12-05,Houston,Minnesota,114,112,6.0,7.0,204.0,205.0,loss,over
2014_15,2014-12-05,Phoenix,Dallas,118,106,-5.5,-5.5,216.0,216.0,loss,over
