season,date,visiting_team,home_team,visiting_team_score,home_team_score,spread_open,spread_close,total_open,total_close,spread_result_home_team,total_result
2011_12,2012-01-04,Houston,LAClippers,89,117,-5.5,-7.0,200.0,207.0,win,under
2011_12,2012-01-05,Miami,Atlanta,116,109,3.0,-4.0,189.0,186.0,loss,over
2011_12,2012-01-05,Dallas,SanAntonio,71,93,-3.0,-2.0,192.5,189.0,win,under
2011_12,2012-01-05,Milwaukee,Sacramento,100,103,3.0,3.0,189.0,187.0,loss,over
2011_12,2012-01-05,LALakers,Portland,96,107,-3.5,-3.5,189.5,184.0,win,over
2011_12,2012-01-06,Atlanta,Charlotte,102,96,3.5,1.5,188.5,184.0,win,over
2011_12,2012-01-06,Detroit,Philadelphia,73,96,-8.5,-10.0,185.5,186.0,win,under
2011_12,2012-01-06,NewJersey,Toronto,97,85,-6.5,-6.0,183.5,181.5,loss,over
2011_12,2012-01-06,NewYork,Washington,99,96,7.0,6.0,197.5,200.0,loss,under
2011_12,2012-01-06,Indiana,Boston,87,74,-6.0,-6.0,184.5,185.5,loss,under
2011_12,2012-01-06,Chicago,Orlando,97,83,-2.0,2.0,181.0,181.5,win,under
2011_12,2012-01-06,Houston,OklahomaCity,94,109,-9.0,-10.5,204.0,206.5,win,under
2011_12,2012-01-06,Cleveland,Minnesota,98,87,-7.0,-6.5,197.0,199.0,loss,under
2011_12,2012-01-06,Denver,NewOrleans,96,88,5.5,6.5,190.5,190.0,win,under
2011_12,2012-01-06,Memphis,Utah,85,94,-0.0,1.0,186.5,185.0,loss,under
2011_12,2012-01-06,Portland,Phoenix,77,102,2.0,2.0,192.5,196.5,loss,under
2011_12,2012-01-06,GoldenState,LALakers,90,97,-10.5,-10.5,188.5,186.0,loss,over
2011_12,2012-01-07,Charlotte,Indiana,77,99,-9.5,-10.0,190.0,190.0,win,under
2011_12,2012-01-07,Chicago,Atlanta,94,109,3.0,6.0,177.0,175.0,loss,over
2011_12,2012-01-07,NewYork,Detroit,103,80,4.0,4.0,193.0,191.0,win,under
2011_12,2012-01-07,Miami,NewJersey,101,90,5.5,8.5,187.0,191.0,win,under
2011_12,2012-01-07,Toronto,Philadelphia,62,97,-10.0,-10.0,188.0,187.0,win,under
2011_12,2012-01-07,OklahomaCity,Houston,98,95,5.0,5.5,202.5,202.5,loss,under
2011_12,2012-01-07,Denver,SanAntonio,117,121,-3.0,-4.5,195.5,199.5,loss,over
2011_12,2012-01-07,NewOrleans,Dallas,81,96,-10.0,-11.5,180.0,180.0,win,under
2011_12,2012-01-07,Milwaukee,LAClippers,86,92,-9.0,-10.0,194.0,191.5,loss,under
2011_12,2012-01-07,Utah,GoldenState,88,87,-3.5,-3.5,186.0,189.5,loss,under
2011_12,2012-01-08,Minnesota,Washington,93,72,2.0,2.5,195.0,196.0,win,under
2011_12,2012-01-08,Orlando,Sacramento,104,97,6.5,7.0,189.5,195.5,loss,over
2011_12,2012-01-08,SanAntonio,OklahomaCity,96,108,-6.0,-6.5,195.0,196.5,win,over
2011_12,2012-01-08,Milwaukee,Phoenix,93,109,-8.0,-7.5,187.5,185.0,win,over
2011_12,2012-01-08,Cleveland,Portland,78,98,-10.5,-10.5,196.0,192.0,win,under
2011_12,2012-01-08,Memphis,LALakers,82,90,-7.5,-7.5,184.5,183.0,win,under
2011_12,2012-01-09,Minnesota,Toronto,87,97,-3.5,-3.0,190.0,186.5,win,under
2011_12,2012-01-09,Indiana,Philadelphia,86,96,-4.5,-7.0,183.5,185.5,win,under
2011_12,2012-01-09,Atlanta,NewJersey,106,101,6.0,5.5,178.5,179.0,loss,over
2011_12,2012-01-09,Charlotte,NewYork,87,91,-11.5,-10.5,203.5,200.5,loss,under
2011_12,2012-01-09,Detroit,Chicago,68,92,-13.5,-14.5,177.5,177.5,win,under
2011_12,2012-01-09,NewOrleans,Denver,94,81,-13.0,-13.5,191.5,192.0,loss,under
2011_12,2012-01-10,Houston,Charlotte,82,70,3.0,3.5,194.0,193.5,win,under
2011_12,2012-01-10,Toronto,Washington,78,93,-1.0,-3.0,186.0,183.0,win,under
2011_12,2012-01-10,Sacramento,Philadelphia,85,112,-10.0,-9.5,197.0,197.0,win,under
2011_12,2012-01-10,Dallas,Detroit,100,86,5.0,7.0,182.0,180.5,win,over
2011_12,2012-01-10,SanAntonio,Milwaukee,103,106,3.0,2.0,189.0,185.5,loss,over
2011_12,2012-01-10,OklahomaCity,Memphis,100,95,3.5,2.5,193.0,193.5,win,over
2011_12,2012-01-10,Chicago,Minnesota,111,100,7.0,6.5,186.0,184.5,win,over
2011_12,2012-01-10,Cleveland,Utah,105,113,-5.0,-6.5,188.0,187.5,win,over
2011_12,2012-01-10,LAClippers,Portland,97,105,-4.5,-5.5,194.0,196.0,win,over
2011_12,2012-01-10,Phoenix,LALakers,83,99,-8.5,-8.0,187.5,191.5,win,under
2011_12,2012-01-10,Miami,GoldenState,106,111,8.0,9.5,196.0,197.0,loss,over
2011_12,2012-01-11,Atlanta,Indiana,84,96,-3.5,-2.5,182.5,183.5,win,under
2011_12,2012-01-11,Sacramento,Toronto,98,91,-4.0,-5.5,190.5,191.0,loss,under
2011_12,2012-01-11,Philadelphia,NewYork,79,85,-5.0,-4.0,196.5,196.0,win,under
2011_12,2012-01-11,Washington,Chicago,64,78,-13.5,-11.5,181.0,180.5,win,under
2011_12,2012-01-11,OklahomaCity,NewOrleans,95,85,8.5,6.5,187.0,183.5,win,under
2011_12,2012-01-11,Dallas,Boston,90,85,-5.5,-5.0,185.0,183.0,loss,under
2011_12,2012-01-11,Houston,SanAntonio,95,101,-7.0,-7.0,197.5,198.5,loss,under
2011_12,2012-01-11,NewJersey,Denver,115,123,-12.5,-12.0,195.0,198.5,loss,over
2011_12,2012-01-11,LALakers,Utah,90,87,2.0,1.5,186.0,183.5,win,under
2011_12,2012-01-11,Orlando,Portland,107,104,-4.0,-3.0,190.0,186.0,loss,over
2011_12,2012-01-11,Miami,LAClippers,89,95,4.0,3.0,202.5,203.5,loss,under
2011_12,2012-01-12,Charlotte,Atlanta,81,111,-10.5,-7.5,184.0,181.0,win,over
2011_12,2012-01-12,Detroit,Milwaukee,93,102,-8.5,-8.5,178.5,178.0,win,over
2011_12,2012-01-12,NewYork,Memphis,83,94,-2.5,-4.5,194.0,192.5,win,under
2011_12,2012-01-12,Cleveland,Phoenix,101,90,-7.5,-7.5,194.0,196.5,loss,under
2011_12,2012-01-12,Orlando,GoldenState,117,109,4.0,3.5,185.5,187.5,win,over
2011_12,2012-01-13,Detroit,Charlotte,98,81,-4.0,-3.5,176.5,181.5,loss,under
2011_12,2012-01-13,Indiana,Toronto,95,90,5.5,6.0,178.0,178.0,loss,over
2011_12,2012-01-13,Washington,Philadelphia,89,120,-12.5,-13.0,185.5,185.5,win,over
2011_12,2012-01-13,Chicago,Boston,88,79,1.5,-0.0,177.0,176.5,win,under
2011_12,2012-01-13,Sacramento,Houston,89,103,-8.0,-8.5,198.0,200.5,win,under
2011_12,2012-01-13,Minnesota,NewOrleans,87,80,1.0,1.5,181.0,182.0,win,under
2011_12,2012-01-13,Portland,SanAntonio,83,99,-2.0,-1.5,195.0,195.5,win,under
2011_12,2012-01-13,Milwaukee,Dallas,76,102,-9.0,-9.5,184.0,184.0,win,under
2011_12,2012-01-13,NewJersey,Phoenix,110,103,-7.0,-5.0,197.5,192.5,loss,over
2011_12,2012-01-13,Miami,Denver,104,117,3.5,3.5,210.0,210.0,loss,over
2011_12,2012-01-13,Cleveland,LALakers,92,97,-10.5,-11.0,187.5,188.0,loss,over
2011_12,2012-01-14,Boston,Indiana,83,97,-3.5,-3.5,180.0,180.5,win,under
2011_12,2012-01-14,Philadelphia,Washington,103,90,8.0,8.0,184.0,186.0,win,over
2011_12,2012-01-14,Minnesota,Atlanta,91,93,-7.5,-7.0,189.0,188.0,loss,under
2011_12,2012-01-14,GoldenState,Charlotte,100,112,2.5,3.5,188.5,190.5,loss,over
2011_12,2012-01-14,Portland,Houston,105,107,2.0,1.0,196.0,196.0,loss,over
2011_12,2012-01-14,NewYork,OklahomaCity,92,104,-11.5,-11.0,193.5,197.0,win,under
2011_12,2012-01-14,NewOrleans,Memphis,99,108,-11.0,-11.0,177.0,175.0,loss,over
2011_12,2012-01-14,Toronto,Chicago,64,77,-13.0,-14.0,177.0,176.5,loss,under
2011_12,2012-01-14,NewJersey,Utah,94,107,-9.0,-8.0,187.5,190.5,win,over
2011_12,2012-01-14,Sacramento,Dallas,60,99,-12.0,-12.0,191.5,195.0,win,under
2011_12,2012-01-14,LALakers,LAClippers,94,102,-2.5,-2.5,187.5,188.0,win,over
2011_12,2012-01-15,GoldenState,Detroit,99,91,-4.0,-4.5,184.0,187.5,loss,over
2011_12,2012-01-15,Utah,Denver,106,96,-10.0,-10.5,203.0,206.5,loss,under
2011_12,2012-01-15,Phoenix,SanAntonio,91,102,-7.5,-8.5,197.5,197.0,win,under
2011_12,2012-01-16,Orlando,NewYork,102,93,-0.0,2.0,192.0,193.0,win,over
2011_12,2012-01-16,Chicago,Memphis,86,102,5.0,2.0,178.5,174.5,loss,over
2011_12,2012-01-16,Milwaukee,Philadelphia,82,94,-8.5,-8.5,189.0,185.0,win,under
2011_12,2012-01-16,Houston,Washington,114,106,5.5,5.5,190.5,192.5,win,over
2011_12,2012-01-16,Cleveland,Charlotte,102,94,-2.5,-1.0,194.5,193.0,loss,over
2011_12,2012-01-16,Portland,NewOrleans,84,77,6.0,6.0,182.5,181.5,win,under
2011_12,2012-01-16,NewJersey,LAClippers,91,101,-9.5,-7.5,195.0,193.0,win,under
2011_12,2012-01-16,Toronto,Atlanta,84,93,-11.0,-10.0,178.5,177.5,loss,under
2011_12,2012-01-16,Sacramento,Minnesota,86,99,-7.0,-7.5,192.0,198.0,win,under
2011_12,2012-01-16,OklahomaCity,Boston,97,88,2.0,2.5,188.0,186.5,win,under
2011_12,2012-01-16,Dallas,LALakers,70,73,-4.0,-4.0,181.5,183.0,loss,under
2011_12,2012-01-17,Charlotte,Orlando,89,96,-12.0,-12.0,192.0,193.0,loss,under
2011_12,2012-01-17,GoldenState,Cleveland,105,95,-2.5,-2.0,197.5,196.5,loss,over
2011_12,2012-01-17,SanAntonio,Miami,98,120,-6.0,-7.0,202.0,197.5,win,over
2011_12,2012-01-17,Phoenix,Chicago,97,118,-10.0,-9.0,183.0,181.0,win,over
2011_12,2012-01-17,Denver,Milwaukee,105,95,3.0,3.0,200.5,197.5,win,over
2011_12,2012-01-17,Detroit,Houston,80,97,-8.0,-7.5,187.5,188.5,win,under
2011_12,2012-01-17,LAClippers,Utah,79,108,-2.5,-5.0,192.0,190.0,win,under
2011_12,2012-01-18,Denver,Philadelphia,108,104,-6.0,-6.0,201.0,203.5,loss,over
2011_12,2012-01-18,OklahomaCity,Washington,102,105,11.0,11.0,197.5,197.0,loss,over
2011_12,2012-01-18,SanAntonio,Orlando,85,83,-5.0,-5.0,195.0,192.5,loss,under
2011_12,2012-01-18,Phoenix,NewYork,91,88,-8.0,-8.0,195.0,200.5,loss,under
2011_12,2012-01-18,GoldenState,NewJersey,100,107,-2.5,-3.0,197.0,197.0,win,over
2011_12,2012-01-18,Toronto,Boston,73,96,-9.5,-9.0,177.0,175.5,win,under
2011_12,2012-01-18,Detroit,Minnesota,85,93,-8.5,-8.5,185.5,186.0,loss,under
2011_12,2012-01-18,Memphis,NewOrleans,93,87,5.0,4.0,176.5,177.0,win,over
2011_12,2012-01-18,Portland,Atlanta,89,92,-2.0,-2.5,186.0,185.0,win,under
2011_12,2012-01-18,Indiana,Sacramento,88,92,4.0,5.5,188.0,191.5,loss,under
2011_12,2012-01-18,Dallas,LAClippers,89,91,3.0,3.5,182.0,182.5,loss,under
2011_12,2012-01-19,LALakers,Miami,87,98,-5.5,-5.5,191.0,191.5,win,under
2011_12,2012-01-19,NewOrleans,Houston,88,90,-10.5,-9.5,185.0,184.0,loss,under
2011_12,2012-01-19,Dallas,Utah,94,91,-1.5,-3.0,184.0,184.5,loss,over
2011_12,2012-01-20,Portland,Toronto,94,84,7.0,7.5,180.0,180.0,win,under
2011_12,2012-01-20,Denver,Washington,108,104,7.5,7.5,203.0,205.5,loss,over
2011_12,2012-01-20,Atlanta,Philadelphia,76,90,-6.0,-6.5,184.0,184.0,win,under
2011_12,2012-01-20,Milwaukee,NewYork,100,86,-6.5,-4.5,190.0,189.0,loss,under
2011_12,2012-01-20,Chicago,Cleveland,114,75,4.5,5.0,185.0,185.5,win,over
2011_12,2012-01-20,Memphis,Detroit,98,81,3.5,5.0,180.0,181.0,win,under
2011_12,2012-01-20,Phoenix,Boston,79,71,-6.0,-6.0,183.0,183.0,loss,under
2011_12,2012-01-20,LALakers,Orlando,80,92,-5.0,-3.0,182.5,178.5,win,under
2011_12,2012-01-20,Sacramento,SanAntonio,88,86,-11.5,-10.5,197.5,194.5,loss,under
2011_12,2012-01-20,Minnesota,LAClippers,101,98,-5.0,-4.5,188.0,191.5,loss,over
2011_12,2012-01-20,Indiana,GoldenState,94,91,3.0,1.0,188.0,194.0,win,under
2011_12,2012-01-21,Cleveland,Atlanta,94,121,-8.0,-7.5,188.5,187.5,win,over
2011_12,2012-01-21,Philadelphia,Miami,92,113,-7.5,-7.0,195.0,193.0,win,over
2011_12,2012-01-21,Portland,Detroit,91,94,5.5,6.5,183.5,177.5,loss,over
2011_12,2012-01-21,Denver,NewYork,119,114,-0.0,2.5,206.5,207.0,win,over
2011_12,2012-01-21,Sacramento,Memphis,95,128,-9.0,-9.5,191.5,190.0,win,over
2011_12,2012-01-21,Dallas,NewOrleans,83,81,5.5,3.5,175.0,170.5,loss,under
2011_12,2012-01-21,SanAntonio,Houston,102,105,-2.0,-5.0,194.0,193.0,loss,over
2011_12,2012-01-21,OklahomaCity,NewJersey,84,74,9.0,8.0,202.0,201.0,win,under
2011_12,2012-01-21,Charlotte,Chicago,89,95,-11.5,-12.5,185.0,183.5,loss,over
2011_12,2012-01-21,Minnesota,Utah,98,108,-6.0,-7.0,190.5,190.5,win,over
2011_12,2012-01-22,Boston,Washington,100,94,5.0,4.0,185.5,179.0,win,over
2011_12,2012-01-22,Toronto,LAClippers,91,103,-8.0,-8.5,184.5,184.5,win,over
2011_12,2012-01-22,Milwaukee,Miami,91,82,-10.0,-9.0,195.5,193.0,loss,under
2011_12,2012-01-22,Charlotte,NewJersey,87,97,-6.0,-5.0,195.5,193.0,win,under
2011_12,2012-01-22,Indiana,LALakers,98,96,-6.5,-5.5,178.0,180.0,loss,over
2011_12,2012-01-23,Washington,Philadelphia,83,103,-13.5,-13.0,192.0,194.0,win,under
2011_12,2012-01-23,Orlando,Boston,56,87,4.0,7.5,179.0,176.0,loss,under
2011_12,2012-01-23,Detroit,OklahomaCity,79,99,-13.5,-13.5,187.0,186.5,win,under
2011_12,2012-01-23,NewJersey,Chicago,95,110,-14.0,-13.5,184.0,189.0,win,over
2011_12,2012-01-23,Atlanta,Milwaukee,97,92,1.0,1.5,183.0,179.0,win,over
2011_12,2012-01-23,Houston,Minnesota,107,92,-3.0,-2.0,194.5,196.5,loss,over
2011_12,2012-01-23,SanAntonio,NewOrleans,104,102,5.0,4.5,177.0,177.0,loss,over
2011_12,2012-01-23,Phoenix,Dallas,87,93,-6.5,-5.0,181.0,183.5,win,under
2011_12,2012-01-23,Sacramento,Portland,89,101,-10.5,-11.0,192.0,195.0,win,under
2011_12,2012-01-23,Memphis,GoldenState,91,90,1.0,-2.5,195.0,194.5,loss,under
2011_12,2012-01-24,NewYork,Charlotte,111,78,4.0,5.5,191.0,191.0,win,under
2011_12,2012-01-24,Orlando,Indiana,102,83,-2.5,-3.5,183.0,183.0,loss,over
2011_12,2012-01-24,Cleveland,Miami,85,92,-12.0,-13.5,201.0,203.5,loss,under
2011_12,2012-01-24,Toronto,Phoenix,99,96,-5.5,-5.5,186.0,187.5,loss,over
2011_12,2012-01-24,Memphis,Portland,84,97,-6.0,-6.5,189.0,187.0,win,under
2011_12,2012-01-25,Charlotte,Washington,75,92,-5.0,-7.5,191.0,192.5,win,under
2011_12,2012-01-25,NewYork,Cleveland,81,91,1.0,4.0,197.5,196.0,loss,under
2011_12,2012-01-25,NewJersey,Philadelphia,97,90,-10.5,-11.5,194.0,192.0,loss,under
2011_12,2012-01-25,Miami,Detroit,101,98,8.5,8.5,187.0,187.0,loss,over
2011_12,2012-01-25,Indiana,Chicago,95,90,-8.0,-8.0,184.0,187.5,loss,under
2011_12,2012-01-25,NewOrleans,OklahomaCity,91,101,-13.0,-11.5,183.0,186.5,loss,over
2011_12,2012-01-25,Milwaukee,Houston,105,99,-5.0,-4.5,190.0,189.5,loss,over
2011_12,2012-01-25,Atlanta,SanAntonio,83,105,-4.0,-4.0,188.0,189.0,win,under
2011_12,2012-01-25,Minnesota,Dallas,105,90,-6.0,-6.0,183.5,182.5,loss,over
2011_12,2012-01-25,Toronto,Utah,111,106,-11.0,-10.5,186.0,188.0,loss,over
2011_12,2012-01-25,Denver,Sacramento,122,93,6.5,6.5,207.5,205.0,win,over
2011_12,2012-01-25,Portland,GoldenState,93,101,-3.0,-4.0,192.5,192.5,win,over
2011_12,2012-01-25,LAClippers,LALakers,91,96,-4.0,-4.0,186.0,186.5,win,over
2011_12,2012-01-26,Boston,Orlando,91,83,-8.0,-10.0,176.0,174.0,loss,under
2011_12,2012-01-26,Memphis,LAClippers,91,98,-3.5,-4.0,191.5,192.5,win,under
2011_12,2012-01-27,Charlotte,Philadelphia,72,89,-14.5,-15.5,185.5,182.0,win,under
2011_12,2012-01-27,NewJersey,Cleveland,99,96,-3.0,-4.0,192.0,191.0,loss,over
2011_12,2012-01-27,Indiana,Boston,87,94,1.0,4.0,176.0,176.0,loss,over
2011_12,2012-01-27,Atlanta,Detroit,107,101,5.5,6.5,180.5,179.0,loss,over
2011_12,2012-01-27,Milwaukee,Chicago,100,107,-10.5,-11.0,182.5,185.5,loss,over
2011_12,2012-01-27,Orlando,NewOrleans,67,93,4.5,3.5,177.0,176.0,loss,under
2011_12,2012-01-27,Washington,Houston,76,103,-10.0,-9.0,197.5,197.0,win,under
2011_12,2012-01-27,NewYork,Miami,89,99,-10.0,-11.5,199.0,196.5,loss,under
2011_12,2012-01-27,SanAntonio,Minnesota,79,87,-0.0,1.0,194.5,195.5,loss,under
2011_12,2012-01-27,Utah,Dallas,101,116,-4.5,-4.5,184.0,185.0,win,over
2011_12,2012-01-27,Toronto,Denver,81,96,-12.0,-13.0,197.0,196.0,win,under
2011_12,2012-01-27,Phoenix,Portland,71,109,-9.0,-9.5,191.5,193.0,win,under
2011_12,2012-01-27,OklahomaCity,GoldenState,120,109,5.5,4.5,198.0,199.0,win,over
2011_12,2012-01-28,Washington,Charlotte,102,99,1.0,1.5,186.0,183.5,win,over
