season,date,visiting_team,home_team,visiting_team_score,home_team_score,spread_open,spread_close,total_open,total_close,spread_result_home_team,total_result
2021_22,2021-10-19,Brooklyn,Milwaukee,104,127,-0.0,-1.5,240.5,233.5,win,under
2021_22,2021-10-19,GoldenState,LALakers,121,114,-4.5,-3.5,230.5,226.5,loss,over
2021_22,2021-10-20,Indiana,Charlotte,122,123,-2.0,1.5,228.5,223.0,loss,over
2021_22,2021-10-20,Chicago,Detroit,94,88,2.5,5.0,220.5,218.0,win,under
2021_22,2021-10-20,Washington,Toronto,98,83,-3.5,-2.5,220.0,223.0,loss,under
2021_22,2021-10-20,Boston,NewYork,134,138,-1.0,-2.5,217.5,220.0,win,over
2021_22,2021-10-20,Cleveland,Memphis,121,132,-8.0,-7.0,217.5,218.5,win,over
2021_22,2021-10-20,Philadelphia,NewOrleans,117,97,1.5,4.0,227.5,224.0,win,under
2021_22,2021-10-20,Houston,Minnesota,106,124,-4.5,-6.5,228.5,232.0,win,under
2021_22,2021-10-20,Orlando,SanAntonio,97,123,-5.5,-7.0,215.5,212.5,win,over
2021_22,2021-10-20,OklahomaCity,Utah,86,107,-11.5,-14.0,221.5,221.5,win,under
2021_22,2021-10-20,Sacramento,Portland,124,121,-5.5,-6.5,231.5,234.0,loss,over
2021_22,2021-10-20,Denver,Phoenix,110,98,-6.5,-6.0,224.5,224.0,loss,under
2021_22,2021-10-21,Dallas,Atlanta,87,113,-2.5,-2.5,224.5,225.5,win,under
2021_22,2021-10-21,Milwaukee,Miami,95,137,1.5,-3.0,224.5,222.5,win,over
2021_22,2021-10-21,LAClippers,GoldenState,113,115,-2.5,-4.0,225.5,229.0,loss,under
2021_22,2021-10-22,NewYork,Orlando,121,96,4.5,7.5,212.0,212.0,win,over
2021_22,2021-10-22,Charlotte,Cleveland,123,112,3.0,2.5,225.5,226.0,win,over
2021_22,2021-10-22,Indiana,Washington,134,135,-2.0,2.0,230.0,225.5,loss,over
2021_22,2021-10-22,Toronto,Boston,115,83,-8.0,-7.0,221.0,217.5,loss,under
2021_22,2021-10-22,Brooklyn,Philadelphia,114,109,1.0,1.0,229.5,224.5,win,under
2021_22,2021-10-22,OklahomaCity,Houston,91,124,-3.0,-2.5,225.5,221.0,win,under
2021_22,2021-10-22,NewOrleans,Chicago,112,128,-6.5,-7.0,224.0,222.5,win,over
2021_22,2021-10-22,SanAntonio,Denver,96,102,-8.0,-7.5,219.0,222.0,loss,under
2021_22,2021-10-22,Phoenix,LALakers,115,105,-3.0,-1.5,226.5,222.0,loss,under
2021_22,2021-10-22,Utah,Sacramento,110,101,6.0,6.5,226.5,227.0,win,under
2021_22,2021-10-23,Atlanta,Cleveland,95,101,3.0,8.5,223.0,223.5,loss,under
2021_22,2021-10-23,Miami,Indiana,91,102,3.0,3.0,224.0,222.0,loss,under
2021_22,2021-10-23,Dallas,Toronto,103,95,3.5,5.0,218.0,217.5,win,under
2021_22,2021-10-23,NewOrleans,Minnesota,89,96,-6.0,-7.5,226.0,228.5,loss,under
2021_22,2021-10-23,Detroit,Chicago,82,97,-9.0,-8.0,214.5,213.5,win,under
2021_22,2021-10-23,Milwaukee,SanAntonio,121,111,7.5,6.0,223.5,225.5,win,over
2021_22,2021-10-23,Phoenix,Portland,105,134,-2.0,-3.0,232.0,229.0,win,over
2021_22,2021-10-23,Memphis,LAClippers,120,114,-3.5,-4.0,226.0,226.0,loss,over
2021_22,2021-10-24,Charlotte,Brooklyn,111,95,-8.5,-9.0,231.5,233.0,loss,under
2021_22,2021-10-24,Orlando,NewYork,110,104,-12.0,-12.0,215.0,212.0,loss,over
2021_22,2021-10-24,Boston,Houston,107,97,6.0,5.0,225.5,221.5,win,under
